id,zona,nombre,direccion,lat,lon,tipo,riesgo,mensaje,audio_hint,vibro_patron,radio_m,orden,hospitals
77d4696b,FOSCA/FCV,Cruce Esquina planta electrica frente a FOSCAL sobre transv154,Transversal 154/Cra 23,7.074185,-73.110462,CRUCE,alto,"Estás llegando al cruce en la esquina de la planta eléctrica frente a la Clínica Foscal. Mantén precaución.","Planta eléctrica. Atención.",,8,51.0,
1647eacb,FOSCA/FCV,Anden Entrada al CM ARDILA LULE por la transversal 154,Transversal 154 entre Cra 23 y 26,7.074139,-73.11025,VIA CIRCULACION,medio,"Estás sobre el andén que conduce a la entrada de la Clínica Ardila Lule por la transversal 154. Avanza con precaución.","Andén estrecho. Atención.",,8,52.0,
2d884b8b,FOSCA/FCV,Cruce en la mitad de transversal 154 entre aceras par e impar frente a VISTA AZUL,Travs 154 # 150-221,7.07444,-73.109953,CRUCE,medio,"Te aproximas al cruce ubicado a mitad de la transversal 154, frente al conjunto Vista Azul. Procede con cuidado.","Cruce en mitad de vía. Precaución.",,8,53.0,
65d1d3f2,FOSCA/FCV,Rampa acceso CM ARILA LULE,Transversal 154/Cra 23,7.07435,-73.109946,RAMPA,alto,"Te aproximas a la rampa de acceso hacia la Clínica Ardila Lule por la transversal 154. Avanza con atención.","Rampa de acceso. Precaución.",,25,54.0,
a0b85bb5,FOSCA/FCV,Cruce esquina en transversal 154 sobre cra 26 hacia CC METRO (conecta tramo 8),Transversal 154/Cra 26,7.074552,-73.109627,CRUCE,medio,"Estás llegando al cruce en la esquina de la transversal 154 con la carrera 26, en dirección al Centro Comercial Metro. Procede con cuidado.","Cruce hacia Centro Comercial Metro.",,25,55.0,0,
47bea88b,FOSCA/FCV,Anden CM VISTA AZUL y droguerias,Transversal 154 entre Cra 23 y 26,7.07475,-73.109694,VIA CIRCULACION,medio,"Transitas por el andén junto al conjunto Vista Azul y las droguerías. Mantén precaución: hay un tramo deteriorado cerca de la esquina con la carrera 23.","Andén irregular. Atención.",,25,56.0,
eeff848c,FOSCA/FCV,Cruce acceso vehicular entrada planta electrica,Transveral 154 # 150,7.074319,-73.110324,CRUCE,alto,"Te aproximas al cruce de acceso vehicular hacia la planta eléctrica. Procede con atención.","Acceso vehicular. Precaución.",,25,57.0,
95dba66e,FOSCA/FCV,Cruce acceso vehicula entrada parq VISTA AZUL,Travs 154 # 150-221,7.074463,-73.110071,CRUCE,alto,"Estás llegando al cruce de acceso vehicular del parqueadero de Vista Azul. Avanza con cuidado.","Acceso a parqueadero. Atención.",,25,58.0,
ad77dae4,FOSCA/FCV,Cruce acceso vehicular Salida parq VISTA AZUL,Travs 154 # 150-221,7.074423,-73.110142,CRUCE,alto,"Te aproximas al cruce correspondiente a la salida vehicular del parqueadero Vista Azul. Procede con precaución.","Salida vehicular. Cuidado.",,25,59.0,
5411d511,FOSCA/FCV,Cruce sobre cra 26 esquina Transversal 154 hacia entrada de carga CC METRO (conecta con tramo 7),Transversal 154/Cra 26,7.074604,-73.109543,CRUCE,medio,"Estás llegando al cruce sobre la carrera 26, cerca de la entrada de carga del Centro Comercial Metro. Mantén precaución.","Cruce cercano a zona de carga. Atención.",,25,60.0,
e64b6c22,FOSCA/FCV,Cruce acceso vehicular sobre entrada Acceso de carga CC METRO (acceso vehicular vado esquina),Calle 33 No. 26-52,7.0746,-73.109546,CRUCE,medio,"Te aproximas al cruce en la entrada vehicular de carga del Centro Comercial Metro. Avanza con cuidado.","Acceso de carga. Precaución.",,25,61.0,
466037a8,FOSCA/FCV,Cruce acceso vehicular sobre entrada Acceso de carga CC METRO (acceso vehicular vado continuacion anden),Calle 33 No. 26-52,7.074499,-73.109556,CRUCE,medio,"Estás llegando al cruce vehicular que continúa el andén frente al Centro Comercial Metro. Procede con atención.","Cruce vehicular. Mantén precaución.",,25,62.0,
ea85981d,FOSCA/FCV,Anden sobre calle 26 curva CC METRO,Cra 26 entre Transv 154 y Avenida Floridablanca,7.074389,-73.109583,VIA CIRCULACION,bajo,"Transitas por el andén en la curva junto al Centro Comercial Metro sobre la calle 26. Avanza con cuidado.","Curva en andén. Atención.",,25,63.0,
ed9ca30d,FOSCA/FCV,Anden desde Esquina Transv 154/Cra 26 hasta Esqu CC METRO sobre Avenida Floridablanca,Calle 31/ Cra 26,7.074722,-73.108944,VIA CIRCULACION,bajo,"Estás sobre el andén que conecta la esquina de la transversal 154 con la carrera 26 hacia el Centro Comercial Metro. Mantén precaución.","Andén en conexión. Atención.",,25,64.0,
p_test_001,U6-MOBILIARIO URBANO,Punto prueba esquina 1,esquina,7.136318826436801,-73.12859463647409,U6-MOBILIARIO URBANO,medio,"Te aproximas a una esquina. Mantén precaución.","Estás cerca de la entrada principal de la Universidad Santo Tomás",corto,12,1.0,
p_test_002,U6-MOBILIARIO URBANO,Punto prueba esquina 2,esquina,7.135617576019837,-73.12845453118955,U6-MOBILIARIO URBANO,medio,"Estás cerca de una esquina. Avanza con cuidado."","Esquina próxima. Atención.",corto,25,2.0,
p_test_003,U6-MOBILIARIO URBANO,Punto prueba esquina 3,esquina,7.134766970311948,-73.12828074858912,U6-MOBILIARIO URBANO,medio,"Acera cercana a una esquina. Mantén tu trayectoria y avanza con cuidado.","Cercanía a esquina. Mantén la línea.",corto,25,3.0,
poi_parroquia_001,U6-MOBILIARIO URBANO,Parroquia cercana,Parroquia,7.106975824561665,-73.11057946530347,PUNTO DE INTERÉS,bajo,"Estás llegando a una parroquia. Si necesitas orientación adicional, avanza con calma.","Parroquia próxima. Avanza tranquilo.",corto,12,0.1,
